Ticker,Year,Total Liabilities,Total Equity,Long-Term Debt,Net Income,Operating Income,Profit Margin,Total Revenue,Debt_to_Equity,Debt_to_Revenue,Debt_Group
CBG,2015,8305291000.0,2712652000.0,2645111000.0,547132000.0,835944000.0,5.0,10855810000.0,3.061686865841988,0.2436585570307513,High Debt
NFLX,2013,4079002000.0,1333561000.0,500000000.0,112403000.0,228347000.0,3.0,4374562000.0,3.058729221985346,0.11429715706395292,High Debt
AN,2014,6327600000.0,2072100000.0,2103400000.0,418700000.0,820800000.0,2.0,19108800000.0,3.0537136238598523,0.1100749392949845,High Debt
AMT,2015,20252593000.0,6651679000.0,17068807000.0,685074000.0,1612789000.0,14.0,4771516000.0,3.044733968671669,3.5772293334026335,High Debt
GPN,2014,3021423000.0,997227000.0,1376002000.0,245286000.0,405499000.0,10.0,2554236000.0,3.0298247039039254,0.5387137288801818,High Debt
YUM,2013,6529000000.0,2166000000.0,2918000000.0,1091000000.0,1798000000.0,8.0,13084000000.0,3.0143120960295477,0.2230204830327117,High Debt
PEP,2014,52931000000.0,17578000000.0,23821000000.0,6513000000.0,9581000000.0,10.0,66683000000.0,3.01120719080669,0.3572274792675794,High Debt
NEE,2012,48371000000.0,16068000000.0,23177000000.0,1911000000.0,3276000000.0,13.0,14256000000.0,3.0103933283544935,1.6257716049382716,High Debt
NWL,2015,5455100000.0,1822900000.0,2687600000.0,350000000.0,601400000.0,6.0,5915700000.0,2.9925393603598662,0.4543164798755853,High Debt
EMN,2012,8767000000.0,2943000000.0,4779000000.0,437000000.0,800000000.0,5.0,8102000000.0,2.978933061501869,0.5898543569489015,High Debt
AAP,2014,5959446000.0,2002912000.0,1636311000.0,493825000.0,851710000.0,5.0,9843861000.0,2.9753908309501367,0.16622654464543943,High Debt
FE,2013,37732000000.0,12692000000.0,16121000000.0,392000000.0,1582000000.0,3.0,14892000000.0,2.9728963126378822,1.0825275315605694,High Debt
M,2014,15952000000.0,5378000000.0,7233000000.0,1526000000.0,2800000000.0,5.0,28105000000.0,2.966158423205653,0.25735634228784915,High Debt
PPL,2015,29382000000.0,9919000000.0,18563000000.0,682000000.0,2831000000.0,9.0,7669000000.0,2.962193769533219,2.4205241882905204,High Debt
EMN,2015,11670000000.0,3941000000.0,6608000000.0,848000000.0,1384000000.0,9.0,9648000000.0,2.9611773661507232,0.6849087893864013,High Debt
WM,2013,16896000000.0,5707000000.0,9500000000.0,98000000.0,1079000000.0,1.0,13983000000.0,2.9605747327843,0.6793964099263391,High Debt
SE,2013,25039000000.0,8494000000.0,12488000000.0,1038000000.0,1666000000.0,19.0,5518000000.0,2.9478455380268427,2.263138818412468,High Debt
PGR,2013,18218700000.0,6189500000.0,1860900000.0,1165400000.0,1720000000.0,6.0,18170900000.0,2.943484934162695,0.1024109978041814,High Debt
AMT,2012,10516328000.0,3573101000.0,8693345000.0,637283000.0,1119719000.0,22.0,2875960000.0,2.943193601300383,3.0227628339754378,High Debt
AON,2012,22724000000.0,7762000000.0,4165000000.0,993000000.0,1596000000.0,9.0,11514000000.0,2.927595980417418,0.36173354177523015,High Debt
HRS,2016,8939000000.0,3056000000.0,4120000000.0,324000000.0,782000000.0,4.0,7467000000.0,2.925065445026178,0.5517610820945493,High Debt
WHR,2014,14206000000.0,4885000000.0,3544000000.0,650000000.0,1188000000.0,3.0,19872000000.0,2.908085977482088,0.17834138486312398,High Debt
GM,2013,123737000000.0,42607000000.0,22025000000.0,5346000000.0,5131000000.0,3.0,155427000000.0,2.9041472058581923,0.14170639592863532,High Debt
KMB,2013,14063000000.0,4856000000.0,5458000000.0,2142000000.0,2903000000.0,11.0,19561000000.0,2.896004942339374,0.2790245897449006,High Debt
COL,2015,5429000000.0,1875000000.0,1680000000.0,686000000.0,1008000000.0,13.0,5244000000.0,2.8954666666666666,0.32036613272311215,High Debt
TGNA,2015,6345787000.0,2191971000.0,4200816000.0,459522000.0,913158000.0,15.0,3050945000.0,2.8950141219934022,1.3768901110967258,High Debt
IP,2013,23423000000.0,8105000000.0,10870000000.0,1395000000.0,1830000000.0,6.0,23483000000.0,2.8899444787168416,0.4628880466720606,High Debt
CAG,2013,15140900000.0,5264400000.0,8886900000.0,773900000.0,1299000000.0,6.0,13469300000.0,2.8760922422308335,0.6597892986272487,High Debt
HPQ,2013,78407000000.0,27269000000.0,16608000000.0,5113000000.0,7131000000.0,5.0,112298000000.0,2.875316293226741,0.1478922153555718,High Debt
ALK,2012,4084000000.0,1421000000.0,871000000.0,316000000.0,532000000.0,7.0,4657000000.0,2.8740323715693172,0.18703027700236202,High Debt
HSY,2014,4167808000.0,1455062000.0,1542317000.0,846912000.0,1392261000.0,11.0,7421768000.0,2.8643507974230653,0.20780991806803986,High Debt
HRS,2015,9725000000.0,3397000000.0,5053000000.0,334000000.0,713000000.0,7.0,5083000000.0,2.8628201354136,0.9940979736376155,High Debt
HPQ,2014,76475000000.0,26731000000.0,16039000000.0,5013000000.0,4256000000.0,9.0,56651000000.0,2.8609105532901875,0.2831194506716563,High Debt
PCG,2013,41011000000.0,14342000000.0,12717000000.0,828000000.0,1762000000.0,5.0,15598000000.0,2.8595035559894018,0.8152968329272984,High Debt
FE,2012,37410000000.0,13084000000.0,15685000000.0,770000000.0,2134000000.0,5.0,15255000000.0,2.859217364720269,1.028187479514913,High Debt
DVA,2013,12666398000.0,4432479000.0,8141231000.0,633446000.0,1550134000.0,5.0,11764050000.0,2.857632940844164,0.6920432164093148,High Debt
CAG,2015,12911800000.0,4526000000.0,6888800000.0,-252600000.0,1330300000.0,2.0,11937000000.0,2.8528060097216086,0.5770964228868225,High Debt
ALB,2014,3863638000.0,1359465000.0,2223035000.0,133316000.0,271298000.0,5.0,2445548000.0,2.842028297896599,0.9090130310261749,High Debt
NEE,2013,51266000000.0,18040000000.0,23969000000.0,1908000000.0,3241000000.0,13.0,15136000000.0,2.8417960088691796,1.583575581395349,High Debt
AN,2013,5852400000.0,2061700000.0,1809800000.0,374900000.0,740300000.0,2.0,17517600000.0,2.838628316437891,0.10331323925651915,High Debt
GPN,2016,7763476000.0,2746476000.0,4379744000.0,271666000.0,424944000.0,9.0,2898150000.0,2.8267044751164767,1.5112206062488138,High Debt
WHR,2015,13336000000.0,4743000000.0,3470000000.0,783000000.0,1285000000.0,4.0,20891000000.0,2.8117225384777567,0.16610023455076348,High Debt
AAP,2012,3403120000.0,1210694000.0,604461000.0,387670000.0,657315000.0,6.0,6205003000.0,2.810883674983109,0.09741510197497084,High Debt
WM,2015,15022000000.0,5345000000.0,8676000000.0,753000000.0,2045000000.0,6.0,12961000000.0,2.8104770813844713,0.6693927937659131,High Debt
PCG,2014,44127000000.0,15748000000.0,15050000000.0,1450000000.0,2450000000.0,8.0,17090000000.0,2.802070104140208,0.8806319485078994,High Debt
DVA,2015,13644095000.0,4870780000.0,9001308000.0,269732000.0,1170695000.0,2.0,13781837000.0,2.801213563330719,0.6531283166387761,High Debt
PCG,2015,46406000000.0,16576000000.0,15925000000.0,888000000.0,1508000000.0,5.0,16833000000.0,2.7995897683397684,0.946058337788867,High Debt
DLPH,2013,8136000000.0,2911000000.0,2351000000.0,1212000000.0,1627000000.0,8.0,15051000000.0,2.7949158364823083,0.15620224569796026,High Debt
NFLX,2014,5184792000.0,1857708000.0,885849000.0,266799000.0,402648000.0,5.0,5504656000.0,2.790961765788811,0.16092722233687265,High Debt
DD,2014,37170000000.0,13320000000.0,9233000000.0,3625000000.0,3889000000.0,13.0,28406000000.0,2.7905405405405403,0.3250369640216856,High Debt
EXC,2014,63615000000.0,22801000000.0,19853000000.0,1603000000.0,3096000000.0,6.0,27429000000.0,2.790009210122363,0.7237959823544424,High Debt
JWN,2014,6805000000.0,2440000000.0,3123000000.0,720000000.0,1323000000.0,5.0,13506000000.0,2.7889344262295084,0.2312305641936917,High Debt
AIV,2015,4521803000.0,1622391000.0,0.0,248710000.0,256215000.0,25.0,981310000.0,2.7871228329052613,0.0,High Debt
PGR,2012,16687700000.0,6007000000.0,2063100000.0,902300000.0,1317700000.0,5.0,17083900000.0,2.7780422840019976,0.12076282347707491,High Debt
EQIX,2015,7611309000.0,2745386000.0,5564542000.0,187774000.0,567342000.0,7.0,2725867000.0,2.77240031092167,2.0413842641625584,High Debt
HBI,2014,3821421000.0,1386772000.0,1613997000.0,404519000.0,563954000.0,8.0,5324746000.0,2.75562313055066,0.3031124864923134,High Debt
COL,2014,5179000000.0,1884000000.0,1663000000.0,604000000.0,916000000.0,12.0,4979000000.0,2.7489384288747347,0.33400281180960034,High Debt
NEE,2014,54689000000.0,19916000000.0,24044000000.0,2465000000.0,4384000000.0,14.0,17021000000.0,2.745983129142398,1.4126079548792667,High Debt
PGR,2014,18859000000.0,6928600000.0,2164700000.0,1281000000.0,1907400000.0,7.0,19391400000.0,2.721906301417314,0.1116319605598358,High Debt
AON,2013,22106000000.0,8145000000.0,4389000000.0,1113000000.0,1671000000.0,9.0,11815000000.0,2.7140577041129528,0.3714769360981803,High Debt
PPL,2013,33793000000.0,12466000000.0,20592000000.0,1130000000.0,2561000000.0,16.0,7263000000.0,2.7108134124819507,2.835192069392813,High Debt
COL,2016,5629000000.0,2078000000.0,1382000000.0,728000000.0,979000000.0,14.0,5259000000.0,2.708854667949952,0.26278760220574254,High Debt
TSO,2014,12037000000.0,4454000000.0,4161000000.0,843000000.0,1632000000.0,2.0,40633000000.0,2.702514593623709,0.10240444958531243,High Debt
BDX,2015,19314000000.0,7164000000.0,11370000000.0,695000000.0,1074000000.0,7.0,10282000000.0,2.6959798994974875,1.1058159891071775,High Debt
CBG,2013,5102629000.0,1895785000.0,1866890000.0,316538000.0,616128000.0,4.0,7184794000.0,2.6915652355093007,0.25983904340194025,High Debt
XEL,2015,28452615000.0,10600920000.0,12490719000.0,984485000.0,2000512000.0,9.0,11024486000.0,2.6839760134026105,1.1329978558637563,High Debt
HOLX,2015,5563300000.0,2079200000.0,3221000000.0,131600000.0,455100000.0,5.0,2705000000.0,2.675692574066949,1.190757855822551,High Debt
CAG,2014,14061000000.0,5258500000.0,8720500000.0,303100000.0,1148500000.0,3.0,11838200000.0,2.6739564514595417,0.7366407055126624,High Debt
EXC,2015,69398000000.0,25986000000.0,24286000000.0,2269000000.0,4409000000.0,8.0,29447000000.0,2.6705918571538523,0.8247359663123578,High Debt
AAP,2013,4048569000.0,1516205000.0,1052668000.0,391758000.0,660318000.0,6.0,6493814000.0,2.6701989506695996,0.16210319544107668,High Debt
INTU,2016,3089000000.0,1161000000.0,488000000.0,979000000.0,1242000000.0,21.0,4694000000.0,2.6606373815676143,0.10396250532594802,High Debt
NEE,2015,59905000000.0,22574000000.0,26681000000.0,2752000000.0,4632000000.0,16.0,17486000000.0,2.6537166651900415,1.5258492508292347,High Debt
WM,2014,15431000000.0,5866000000.0,8345000000.0,1298000000.0,2299000000.0,9.0,13996000000.0,2.630583020797818,0.5962417833666762,High Debt
PAYX,2015,4682000000.0,1785500000.0,0.0,674900000.0,1053600000.0,25.0,2739600000.0,2.6222346681601794,0.0,High Debt
XEL,2014,26743402000.0,10214482000.0,11499634000.0,1021306000.0,1948130000.0,9.0,11686135000.0,2.61818484774852,0.9840408312928098,High Debt
APC,2015,33512000000.0,12819000000.0,15636000000.0,-6692000000.0,-8809000000.0,77.0,8698000000.0,2.61424448084874,1.7976546332490229,High Debt
DLTR,2015,11494300000.0,4406900000.0,7238400000.0,282400000.0,1049700000.0,2.0,15498400000.0,2.608250697769407,0.46704175914933155,High Debt
EXPE,2013,5594017000.0,2145464000.0,1249412000.0,232850000.0,366060000.0,5.0,4771259000.0,2.6073693149826798,0.26186212066877945,High Debt
CAG,2016,9677000000.0,3713600000.0,4917800000.0,-677000000.0,881400000.0,6.0,11642900000.0,2.6058272296423954,0.4223861752656125,High Debt
DPS,2014,5971000000.0,2294000000.0,2580000000.0,703000000.0,1180000000.0,11.0,6121000000.0,2.602877070619006,0.4214997549420029,High Debt
DPS,2013,5924000000.0,2277000000.0,2508000000.0,624000000.0,1046000000.0,10.0,5997000000.0,2.601668862538428,0.4182091045522761,High Debt
SHW,2013,4607972000.0,1774535000.0,1122373000.0,752561000.0,1146366000.0,7.0,10185532000.0,2.5967208310909617,0.11019286965079488,High Debt
HRB,2013,3274232000.0,1263547000.0,905958000.0,433948000.0,672154000.0,15.0,2807114000.0,2.5913021043142836,0.32273644746882385,High Debt
HOG,2012,6613149000.0,2557624000.0,4370544000.0,623925000.0,1000176000.0,11.0,5580506000.0,2.585661144875087,0.7831805933010376,High Debt
PAYX,2014,4593100000.0,1777000000.0,0.0,627500000.0,982700000.0,25.0,2518900000.0,2.584749577940349,0.0,High Debt
ROK,2016,5111100000.0,1990100000.0,1516300000.0,729700000.0,1008100000.0,12.0,5879500000.0,2.5682629013617406,0.25789607959860533,High Debt
AEP,2012,39130000000.0,15237000000.0,15586000000.0,1259000000.0,2656000000.0,8.0,14945000000.0,2.568090831528516,1.042890598862496,High Debt
PPL,2014,34978000000.0,13628000000.0,17054000000.0,1737000000.0,2867000000.0,22.0,7852000000.0,2.566627531552686,2.1719307182883343,High Debt
SO,2015,56218000000.0,21982000000.0,24688000000.0,2421000000.0,4282000000.0,14.0,17489000000.0,2.5574561004458194,1.4116301675338785,High Debt
NWL,2014,4712900000.0,1851400000.0,2084500000.0,377800000.0,604700000.0,7.0,5727000000.0,2.545587123258075,0.3639776497293522,High Debt
XEL,2013,24341540000.0,9565950000.0,10910754000.0,948234000.0,1847555000.0,9.0,10914922000.0,2.5446024702198944,0.9996181374452332,High Debt
SRE,2012,26138000000.0,10282000000.0,11765000000.0,865000000.0,1552000000.0,9.0,9647000000.0,2.5421124294884265,1.219550119208044,High Debt
GIS,2014,16610900000.0,6534800000.0,6423500000.0,1824400000.0,2957400000.0,10.0,17909600000.0,2.541914060108955,0.35866239335328537,High Debt
AEP,2014,42724400000.0,16820200000.0,16012000000.0,1638000000.0,3127400000.0,10.0,16378600000.0,2.540064921939097,0.9776171345536249,High Debt
KMX,2014,8390160000.0,3316997000.0,7340431000.0,492586000.0,829653000.0,4.0,12574299000.0,2.529444554818711,0.5837646297419841,High Debt
KO,2015,64539000000.0,25554000000.0,28407000000.0,7351000000.0,8728000000.0,17.0,44294000000.0,2.525592862174219,0.6413283966225674,High Debt
SCG,2012,10462000000.0,4154000000.0,4949000000.0,420000000.0,859000000.0,10.0,4176000000.0,2.5185363505055367,1.1851053639846743,High Debt
PX,2014,14146000000.0,5623000000.0,8636000000.0,1694000000.0,2608000000.0,14.0,12273000000.0,2.515738929397119,0.7036584372199136,High Debt
BBY,2014,10027000000.0,3986000000.0,1612000000.0,532000000.0,1144000000.0,1.0,40611000000.0,2.5155544405418966,0.039693679052473466,High Debt
CB,2015,73231000000.0,29135000000.0,13717000000.0,2834000000.0,3296000000.0,15.0,18987000000.0,2.513506092328814,0.7224416706167378,High Debt
FISV,2015,6680000000.0,2660000000.0,4288000000.0,712000000.0,1311000000.0,14.0,5254000000.0,2.511278195488722,0.8161400837457176,High Debt
XEL,2012,22266609000.0,8874077000.0,10143905000.0,905229000.0,1822683000.0,9.0,10128223000.0,2.5091746443038527,1.0015483466349429,High Debt
AEP,2013,40329000000.0,16085000000.0,16828000000.0,1484200000.0,2822500000.0,10.0,14813500000.0,2.5072427727696613,1.1359908191852026,High Debt
BXP,2013,14383799000.0,5741153000.0,11521508000.0,749811000.0,678120000.0,35.0,2135539000.0,2.505385068121334,5.395128817595933,High Debt
ED,2014,31495000000.0,12576000000.0,11546000000.0,1092000000.0,2209000000.0,8.0,12919000000.0,2.504373409669211,0.8937224243362489,High Debt
SRE,2014,28325000000.0,11326000000.0,12230000000.0,1162000000.0,1776000000.0,11.0,11035000000.0,2.5008829242451,1.1082917988219303,High Debt
ED,2015,32590000000.0,13052000000.0,12006000000.0,1193000000.0,2427000000.0,10.0,12554000000.0,2.496935335580754,0.9563485741596304,High Debt
BXP,2014,14188836000.0,5697298000.0,10086984000.0,443611000.0,801822000.0,19.0,2396998000.0,2.4904500343847205,4.208173723966395,High Debt
EXC,2013,56999000000.0,22925000000.0,18271000000.0,1729000000.0,3669000000.0,7.0,24888000000.0,2.4863249727371866,0.7341288974606236,High Debt
SRE,2015,29341000000.0,11809000000.0,13283000000.0,1350000000.0,1936000000.0,13.0,10231000000.0,2.4846303666694896,1.298309060697879,High Debt
NTAP,2016,7156000000.0,2881000000.0,1490000000.0,229000000.0,348000000.0,4.0,5546000000.0,2.4838597709128774,0.2686620988099531,High Debt
FMC,2014,3795500000.0,1530500000.0,1138900000.0,307500000.0,414800000.0,9.0,3258700000.0,2.479908526625286,0.3494951974713843,High Debt
SHW,2012,4442933000.0,1791804000.0,1632165000.0,631034000.0,937244000.0,7.0,9534462000.0,2.4795864949514566,0.17118585191277705,High Debt
PAYX,2013,4390000000.0,1773700000.0,0.0,569000000.0,904800000.0,24.0,2326200000.0,2.4750521508710603,0.0,High Debt
LYB,2015,16207000000.0,6550000000.0,7671000000.0,4476000000.0,6122000000.0,14.0,32735000000.0,2.474351145038168,0.23433633725370398,High Debt
M,2012,14940000000.0,6051000000.0,6806000000.0,1335000000.0,2661000000.0,5.0,27686000000.0,2.469013386217154,0.24582821642707506,High Debt
WEC,2013,10506000000.0,4263400000.0,4363200000.0,578600000.0,1080100000.0,13.0,4519000000.0,2.464230426420228,0.9655233458729807,High Debt
M,2013,15371000000.0,6249000000.0,6714000000.0,1486000000.0,2678000000.0,5.0,27931000000.0,2.459753560569691,0.24037807454083276,High Debt
NFX,2015,3389000000.0,1379000000.0,2467000000.0,-3362000000.0,-5061000000.0,216.0,1557000000.0,2.457577955039884,1.5844572896596019,High Debt
CME,2014,51318000000.0,20923500000.0,2107900000.0,1127100000.0,1649000000.0,38.0,2993100000.0,2.4526489354075562,0.704253115498981,High Debt
NLSN,2015,10870000000.0,4433000000.0,7028000000.0,570000000.0,1093000000.0,9.0,6172000000.0,2.4520640649672907,1.1386908619572262,High Debt
FMC,2013,3715400000.0,1519800000.0,1154100000.0,293900000.0,538700000.0,9.0,3130700000.0,2.444663771548888,0.3686396013671064,High Debt
TGNA,2013,6547608000.0,2693098000.0,3707010000.0,388680000.0,310860000.0,24.0,1603123000.0,2.431255008172744,2.3123677971060235,High Debt
WEC,2012,10119500000.0,4165500000.0,4453800000.0,546300000.0,1000300000.0,13.0,4246400000.0,2.4293602208618412,1.0488413715146947,High Debt
EQIX,2014,5511847000.0,2270131000.0,4563126000.0,-259547000.0,509266000.0,11.0,2443776000.0,2.4279863144461706,1.8672439699874293,High Debt
PPG,2015,12093000000.0,4983000000.0,4026000000.0,1406000000.0,1837000000.0,10.0,14766000000.0,2.4268512944009633,0.27265339292970336,High Debt
SYY,2015,12729057000.0,5260224000.0,2271825000.0,686773000.0,1229362000.0,1.0,48680752000.0,2.419869762200241,0.04666782879607119,High Debt
TXT,2014,10333000000.0,4272000000.0,3866000000.0,600000000.0,1044000000.0,4.0,13878000000.0,2.4187734082397006,0.2785703991929673,High Debt
HOLX,2016,5174300000.0,2142700000.0,3049400000.0,330800000.0,548600000.0,12.0,2832700000.0,2.4148504223643066,1.0764994528188654,High Debt
AWK,2015,12180000000.0,5049000000.0,6211000000.0,476000000.0,1075000000.0,15.0,3159000000.0,2.4123588829471183,1.9661285216840771,High Debt
SE,2012,21615000000.0,8972000000.0,10653000000.0,940000000.0,1575000000.0,19.0,5075000000.0,2.40916183682568,2.099113300492611,High Debt
DVA,2014,12446919000.0,5170513000.0,8298624000.0,723114000.0,1815141000.0,6.0,12795106000.0,2.407288986605391,0.6485779797369401,High Debt
ADSK,2016,3895700000.0,1619600000.0,1487700000.0,-330500000.0,1300000.0,13.0,2504100000.0,2.405346999259076,0.5941056667066011,High Debt
ORLY,2015,4715370000.0,1961314000.0,1390018000.0,931216000.0,1514021000.0,12.0,7966674000.0,2.404189232320781,0.17447908625356076,High Debt
AEE,2015,16694000000.0,6946000000.0,6880000000.0,636000000.0,1259000000.0,10.0,6098000000.0,2.40339763892888,1.1282387668087899,High Debt
CNC,2015,5182000000.0,2157000000.0,1428000000.0,355000000.0,705000000.0,2.0,22760000000.0,2.4024107556791843,0.06274165202108963,High Debt
GIS,2013,15985800000.0,6672200000.0,5926100000.0,1855200000.0,2851800000.0,10.0,17774100000.0,2.395881418422709,0.3334120996281106,High Debt
FMC,2015,4460200000.0,1865700000.0,2036300000.0,489000000.0,-50200000.0,15.0,3276500000.0,2.3906308624108914,0.6214863421333741,High Debt
CTL,2015,33544000000.0,14060000000.0,18722000000.0,878000000.0,2605000000.0,5.0,17900000000.0,2.3857752489331436,1.0459217877094973,High Debt
PPG,2014,12355000000.0,5180000000.0,3533000000.0,2102000000.0,1485000000.0,14.0,14791000000.0,2.385135135135135,0.23886146981272396,Medium Debt
SRE,2013,26236000000.0,11008000000.0,11408000000.0,1009000000.0,1684000000.0,10.0,10557000000.0,2.3833575581395348,1.0806100217864925,Medium Debt
WEC,2015,20670000000.0,8685200000.0,9124100000.0,640300000.0,1250500000.0,11.0,5926100000.0,2.3799106526044307,1.5396466478797186,Medium Debt
MTD,2015,1378878000.0,580457000.0,575138000.0,352820000.0,490008000.0,15.0,2395447000.0,2.3755041286434655,0.24009631605291204,Medium Debt
ARNC,2013,25149000000.0,10593000000.0,7607000000.0,-2285000000.0,-1388000000.0,10.0,23032000000.0,2.374114981591617,0.33027961097603337,Medium Debt
SCG,2014,11831000000.0,4987000000.0,5497000000.0,538000000.0,1007000000.0,11.0,4951000000.0,2.3723681572087427,1.110280751363361,Medium Debt
PAYX,2016,4529100000.0,1911700000.0,0.0,756800000.0,1146600000.0,26.0,2951900000.0,2.369147878851284,0.0,Medium Debt
SNI,2014,3275034000.0,1382447000.0,1485359000.0,545275000.0,992309000.0,20.0,2665456000.0,2.369012338266856,0.5572626222304926,Medium Debt
DRI,2013,4877400000.0,2059500000.0,2548700000.0,411900000.0,400000000.0,7.0,5921000000.0,2.368244719592134,0.4304509373416653,Medium Debt
PNW,2012,9406809000.0,3972806000.0,3199088000.0,413164000.0,851755000.0,13.0,3301804000.0,2.3677997365086543,0.9688909456769693,Medium Debt
CB,2012,65014000000.0,27531000000.0,8233000000.0,2706000000.0,2976000000.0,15.0,17936000000.0,2.3614834186916567,0.45902096342551296,Medium Debt
AEE,2012,15614000000.0,6616000000.0,5802000000.0,-974000000.0,1188000000.0,17.0,5781000000.0,2.360036275695284,1.0036325895173845,Medium Debt
BDX,2016,17953000000.0,7633000000.0,10550000000.0,976000000.0,1430000000.0,8.0,12483000000.0,2.352024105856151,0.8451494031883361,Medium Debt
STX,2014,6660000000.0,2832000000.0,3920000000.0,1570000000.0,1776000000.0,11.0,13724000000.0,2.3516949152542375,0.2856310113669484,Medium Debt
WEC,2014,10454900000.0,4450100000.0,4170700000.0,589500000.0,1112100000.0,12.0,4997100000.0,2.349362935664367,0.8346240819675411,Medium Debt
CBG,2014,5308180000.0,2259830000.0,1808605000.0,484503000.0,792254000.0,5.0,9049918000.0,2.3489289017315462,0.19984766712803365,Medium Debt
FDX,2016,32280000000.0,13784000000.0,13838000000.0,1820000000.0,3077000000.0,4.0,50365000000.0,2.341845618107951,0.27475429365630893,Medium Debt
CNC,2014,4080000000.0,1744000000.0,1115000000.0,271000000.0,464000000.0,2.0,16560000000.0,2.3394495412844036,0.06733091787439613,Medium Debt
HSY,2013,3752654000.0,1604834000.0,1795142000.0,820470000.0,1338051000.0,11.0,7146079000.0,2.3383440281050873,0.2512065707641911,Medium Debt
SO,2014,48932000000.0,20926000000.0,20644000000.0,2031000000.0,3642000000.0,11.0,18467000000.0,2.33833508553952,1.117885958737207,Medium Debt
COL,2013,3782000000.0,1618000000.0,563000000.0,632000000.0,876000000.0,14.0,4474000000.0,2.3374536464771323,0.12583817612874384,Medium Debt
BCR,2015,3388700000.0,1455300000.0,1144100000.0,135400000.0,843500000.0,4.0,3416000000.0,2.3285233285233287,0.334923887587822,Medium Debt
HBI,2013,2859425000.0,1230623000.0,1467000000.0,330494000.0,515186000.0,7.0,4627802000.0,2.3235588803394704,0.31699714032709264,Medium Debt
CB,2014,68661000000.0,29587000000.0,8602000000.0,2853000000.0,3487000000.0,15.0,19171000000.0,2.3206475817081826,0.44869855510927964,Medium Debt
AEE,2014,15576000000.0,6713000000.0,6085000000.0,592000000.0,1254000000.0,10.0,6053000000.0,2.320274095039476,1.0052866347265819,Medium Debt
ED,2013,28402000000.0,12245000000.0,10489000000.0,1062000000.0,2244000000.0,9.0,12354000000.0,2.3194773376888524,0.8490367492310182,Medium Debt
LNT,2014,8424800000.0,3638700000.0,3584300000.0,393300000.0,543600000.0,12.0,3350300000.0,2.315332398933685,1.0698444915380712,Medium Debt
T,2014,207118000000.0,89716000000.0,75778000000.0,6442000000.0,12212000000.0,5.0,132447000000.0,2.3085960140889026,0.5721382892779754,Medium Debt
AWK,2012,10255127000.0,4444988000.0,5570246000.0,358070000.0,924104000.0,13.0,2853926000.0,2.3071214140510614,1.951783613170068,Medium Debt
AAP,2015,5673917000.0,2460648000.0,1213161000.0,473398000.0,825780000.0,5.0,9737018000.0,2.3058629271639015,0.12459266276389754,Medium Debt
SO,2012,43770000000.0,19004000000.0,19274000000.0,2415000000.0,4463000000.0,15.0,16537000000.0,2.303199326457588,1.1655076495132128,Medium Debt
LVLT,2014,14584000000.0,6363000000.0,10984000000.0,314000000.0,1013000000.0,5.0,6777000000.0,2.292000628634292,1.6207761546406965,Medium Debt
AJG,2013,4775000000.0,2085500000.0,2979700000.0,268600000.0,291000000.0,8.0,3179600000.0,2.2896187964516903,0.9371304566612152,Medium Debt
UNH,2015,77424000000.0,33830000000.0,31965000000.0,5813000000.0,11021000000.0,4.0,157107000000.0,2.2886195684303874,0.2034600622505681,Medium Debt
LNT,2012,7505500000.0,3280000000.0,3136600000.0,335700000.0,519700000.0,11.0,3094500000.0,2.288262195121951,1.0136047826789465,Medium Debt
DRI,2014,4925800000.0,2156900000.0,2463400000.0,286200000.0,308900000.0,5.0,6285600000.0,2.2837405535722564,0.3919116711212931,Medium Debt
T,2015,280001000000.0,122671000000.0,118515000000.0,13345000000.0,24785000000.0,9.0,146801000000.0,2.282536214753283,0.807317388846125,Medium Debt
CB,2013,65685000000.0,28825000000.0,9336000000.0,3758000000.0,4238000000.0,20.0,19261000000.0,2.278751084128361,0.48471003582368516,Medium Debt
PNW,2015,10444341000.0,4583917000.0,3462391000.0,437257000.0,854602000.0,13.0,3495443000.0,2.278475155636544,0.9905442600551633,Medium Debt
CME,2015,46819700000.0,20551800000.0,2241400000.0,1247000000.0,1871300000.0,39.0,3209400000.0,2.2781313558909684,0.698385991150994,Medium Debt
KMX,2013,6869435000.0,3019167000.0,6009627000.0,434284000.0,732595000.0,4.0,10962818000.0,2.275274935106273,0.5481826844156311,Medium Debt
HOG,2014,6618811000.0,2909286000.0,3761528000.0,844611000.0,1280983000.0,14.0,6228508000.0,2.275063709789962,0.6039211958947471,Medium Debt
PNW,2014,9921397000.0,4367493000.0,3006573000.0,397595000.0,811242000.0,11.0,3491632000.0,2.271645770239357,0.8610795753962617,Medium Debt
CTL,2014,34080000000.0,15023000000.0,19953000000.0,772000000.0,2410000000.0,4.0,18031000000.0,2.2685216002130066,1.1065941988797072,Medium Debt
STX,2015,6827000000.0,3018000000.0,4155000000.0,1742000000.0,2058000000.0,13.0,13739000000.0,2.262094102054341,0.30242375718756825,Medium Debt
AWK,2014,11108000000.0,4915000000.0,5795000000.0,423000000.0,1003000000.0,14.0,3011000000.0,2.2600203458799593,1.924609764197941,Medium Debt
MPC,2015,29878000000.0,13237000000.0,11896000000.0,2852000000.0,4485000000.0,4.0,72051000000.0,2.257157966306565,0.16510527265409225,Medium Debt
